"","title","amount","namedep","transaction","view","city","date","page"
"900","
                      I Paid Rs. 400 to Transport in Bangalore.
                    ","Paid INR 400
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",90
"901","
                      I Paid Rs. 4500 to Stamps and Registration in Bangalore.
                    ","Paid INR 4,500
                        ","Stamps and Registration","Registration of Property","29 views","Bangalore
                      , Karnataka","October 12, 2015",91
"902","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","28 views","Bangalore
                      , Karnataka","October 12, 2015",91
"903","
                      I Paid Rs. 400 to Police in Bangalore.
                    ","Paid INR 400
                        ","Police","Filing FIR","27 views","Bangalore
                      , Karnataka","October 12, 2015",91
"904","
                      I Paid Rs. 12365 to Police in Aligarh.
                    ","Paid INR 12,365
                        ","Police","Police Verification for Passport","67 views","Aligarh
                      , Uttar Pradesh","October 12, 2015",91
"905","
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 500
                        ","Commercial Tax, Sales Tax, VAT","C Form","30 views","Bangalore
                      , Karnataka","October 12, 2015",91
"906","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Registration of Flat or Apartment","28 views","Bangalore
                      , Karnataka","October 12, 2015",91
"907","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","31 views","Bangalore
                      , Karnataka","October 12, 2015",91
"908","
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 400
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","32 views","Bangalore
                      , Karnataka","October 12, 2015",91
"909","
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","28 views","Bangalore
                      , Karnataka","October 12, 2015",91
"910","
                      I Paid Rs. 48000 to Transport in Ambikapur.
                    ","Paid INR 48,000
                        ","Transport","Duplicate Registration Certificate","41 views","Ambikapur
                      , Chhattisgarh","October 12, 2015",91
"911","
                      I Paid Rs. 1200 to Passport in Hyderabad.
                    ","Paid INR 1,200
                        ","Passport","Passport Delivery","73 views","Hyderabad
                      , Telangana","October 12, 2015",92
"912","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","30 views","Bangalore
                      , Karnataka","October 12, 2015",92
"913","
                      I Paid Rs. 1230 to Municipal Services in Adari.
                    ","Paid INR 1,230
                        ","Municipal Services","Birth Certificate","75 views","Adari
                      , Uttar Pradesh","October 12, 2015",92
"914","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",92
"915","
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,000
                        ","Stamps and Registration","Registration of Property","37 views","Bangalore
                      , Karnataka","October 12, 2015",92
"916","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","32 views","Bangalore
                      , Karnataka","October 12, 2015",92
"917","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","27 views","Bangalore
                      , Karnataka","October 12, 2015",92
"918","
                      I Paid Rs. 21000 to Police in Ameenapuram.
                    ","Paid INR 21,000
                        ","Police","Filing FIR","35 views","Ameenapuram
                      , Telangana","October 12, 2015",92
"919","
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","40 views","Bangalore
                      , Karnataka","October 12, 2015",92
